Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_status,education
35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,True,False,False,False,False,False,False,47,2200,d,p
65526.0,0,1,22,397,19,69,12,0,9,1,4,4,8,2,False,False,False,False,False,False,False,56,2238,m,p
16860.0,1,1,19,10,4,4,3,3,14,3,1,1,3,7,False,False,False,False,False,False,False,59,2814,m,g
83528.0,0,0,7,530,117,678,134,44,147,1,4,10,8,1,True,False,False,True,False,False,True,28,2218,s,g
64176.0,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,False,False,False,False,False,False,False,55,2854,d,2
22304.0,0,0,91,3,2,7,0,4,2,1,1,0,2,8,False,False,False,False,False,False,False,64,2853,d,g
67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,False,False,False,False,False,True,False,42,2276,m,g
70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,False,False,False,False,False,False,False,54,2732,t,g
59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,False,False,False,False,False,False,False,65,2735,t,g
39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,False,False,False,False,False,False,False,67,2284,m,g
46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,False,False,False,False,False,False,False,62,2505,t,g
88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,False,False,False,True,False,False,False,59,2520,t,g
87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,True,False,True,False,False,False,False,39,2583,m,p
26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,False,False,False,False,False,False,False,44,2472,t,2
50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,False,False,False,False,False,False,False,52,2317,s,m
41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,False,False,False,False,False,False,False,42,2592,m,p
66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,False,False,False,False,False,False,False,55,2263,s,g
36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,False,False,False,False,False,False,True,49,2748,m,g
79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,False,False,False,False,False,False,True,64,2835,m,g
40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,False,False,False,False,False,False,False,38,2475,t,g
75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,False,False,False,True,False,False,True,50,2671,s,m
54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,False,False,False,False,False,False,False,43,2669,m,g
24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,False,False,False,False,False,False,False,50,2419,s,g
84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,False,True,True,True,True,False,True,62,2700,t,p
43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,False,False,False,False,False,False,False,37,2216,t,g
71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,False,False,False,False,False,False,True,62,2263,s,p
85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,False,False,True,False,False,False,False,47,2190,m,p
39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,False,False,False,False,False,False,False,46,2223,s,p
38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,False,False,False,False,False,False,False,48,2531,s,p
57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,False,False,False,False,False,False,False,55,2268,m,p
61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,False,False,False,False,False,False,False,41,2485,s,g
79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,False,False,False,False,False,False,False,62,2186,d,g
80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,False,False,False,False,False,False,False,34,2765,s,2
27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,False,False,False,False,False,False,False,38,2591,t,m
56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,False,False,False,False,False,False,False,41,2702,m,g
83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,True,False,True,True,False,False,True,45,2423,d,g
54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,False,False,False,False,False,False,False,41,2564,m,2
38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,False,False,False,False,False,False,False,34,2490,m,g
53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,False,False,False,False,False,False,False,50,2405,t,g
30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,False,False,False,False,False,False,False,48,2256,m,g
76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,False,False,False,True,False,False,False,60,2385,s,p
50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,False,False,False,False,False,False,False,68,2169,m,p
65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,False,True,False,False,False,False,False,46,2309,m,2
66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,False,False,False,False,False,False,False,55,2188,m,g
76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,False,False,False,False,False,False,False,66,2648,d,g
81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,False,False,False,True,False,False,True,37,2644,s,2
54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,False,False,False,False,False,False,False,47,2299,s,p
16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,False,False,False,False,False,False,False,36,2462,s,p
71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,False,True,True,False,False,False,False,49,2464,t,g
33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,True,False,False,False,False,False,True,37,2415,m,p
36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,True,False,False,False,False,False,True,37,2441,m,m
22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,False,False,False,False,False,False,False,54,2688,t,b
47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,False,False,False,False,False,False,False,42,2449,m,2
70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,False,False,False,False,False,False,False,52,2425,s,g
31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,False,False,False,False,False,False,False,41,2743,m,p
52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,False,False,False,False,False,False,False,47,2567,d,m
48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,False,False,False,False,False,False,False,41,2346,s,g
46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,False,False,False,False,False,False,False,66,2747,m,g
39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,False,False,False,False,False,False,True,58,2717,d,g
86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,False,False,False,False,False,False,False,54,2849,s,g
46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,False,False,False,False,False,False,False,43,2225,t,g
16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,False,False,False,False,False,False,False,35,2692,s,b
63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,False,False,False,False,False,False,True,68,2350,d,2
67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,False,True,False,False,False,False,False,69,2689,m,m
25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,False,False,False,False,False,False,False,53,2421,s,g
42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,False,False,False,False,False,False,False,42,2181,m,g
85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,False,False,False,True,False,False,False,44,2753,t,g
72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,False,True,True,True,False,False,True,35,2402,s,g
49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,False,False,False,False,False,False,False,46,2195,t,2
36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,False,False,False,False,False,False,False,52,2852,m,p
85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,False,False,False,False,False,False,True,58,2581,d,p
49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,False,False,False,False,False,False,False,59,2671,m,g
37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,False,False,False,False,False,False,False,31,2673,m,g
21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,False,False,False,False,False,False,False,42,2208,d,2
33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,False,False,False,False,False,False,False,58,2475,s,p
63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,False,False,False,False,False,False,False,75,2395,w,g
21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,False,False,False,False,False,False,False,46,2318,t,m
42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,True,False,False,False,False,False,True,39,2381,t,g
54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,False,False,False,False,False,False,False,64,2812,t,g
57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,False,False,False,False,False,False,False,66,2388,m,p
26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,True,False,False,False,False,False,True,34,2783,s,g
57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,False,False,False,False,False,False,False,77,2517,w,p
68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,False,False,False,False,False,False,False,56,2828,t,g
7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,False,False,False,False,False,False,False,41,2828,m,g
83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,False,False,True,False,False,False,True,46,2804,t,g
54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,False,False,False,False,False,False,False,60,2246,m,m
23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,False,False,False,False,False,False,False,57,2191,s,p
46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,False,False,False,False,False,False,True,44,2502,m,g
56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,False,False,False,False,False,False,False,46,2730,t,g
79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,False,False,False,False,False,False,False,59,2190,m,g
57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,False,False,False,False,False,False,False,69,2634,m,g
44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,False,False,False,False,False,False,False,55,2257,m,g
59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,False,True,False,False,False,False,False,55,2776,m,g
80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,False,False,False,False,False,False,False,26,2835,t,g
40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,False,False,False,False,False,False,False,46,2418,m,p
62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,False,False,False,False,False,False,False,48,2561,m,g
48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,False,False,False,False,False,False,False,52,2518,m,2
35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,False,False,False,False,False,False,False,52,2835,t,g
77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,False,False,False,False,False,False,False,72,2555,m,g
81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,False,False,False,False,False,False,False,51,2317,s,g
14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,True,False,False,False,False,False,False,24,2291,m,b
74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,False,False,False,False,False,False,False,30,2831,m,p
66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,False,True,False,False,False,False,False,63,2327,m,m
23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,False,False,False,False,False,False,False,41,2696,t,b
47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,False,False,False,False,False,False,False,60,2387,m,m
33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,False,False,False,False,False,False,False,68,2762,m,m
54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,False,False,False,False,False,False,False,39,2567,m,g
28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,False,False,False,False,False,False,False,39,2601,d,g
90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,False,False,True,False,False,False,False,29,2295,s,m
48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,False,False,False,False,False,True,False,70,2691,t,g
43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,False,False,False,False,False,False,False,63,2699,m,g
54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,False,True,False,False,False,False,True,59,2685,d,p
15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,False,False,False,False,False,False,False,62,2581,s,b
26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,False,False,False,False,False,False,False,49,2211,s,g
22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,False,False,False,False,False,False,False,35,2490,s,g
44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,False,False,False,False,False,False,False,55,2470,m,g
62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,False,False,False,True,False,False,False,68,2467,s,p
31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,False,False,False,False,False,False,False,58,2729,t,p
45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,False,False,False,False,False,False,False,46,2281,m,2
78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,False,False,False,False,False,False,True,50,2713,d,m
67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,False,True,True,False,False,False,True,51,2748,w,m
58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,False,False,False,False,False,False,False,60,2229,d,g
62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,False,False,False,False,False,False,False,68,2291,s,g
43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,False,False,False,False,False,False,False,51,2592,m,m
70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,False,True,False,False,False,False,False,51,2614,m,m
78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,False,False,False,False,False,False,False,48,2244,m,p
59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,False,False,False,False,False,False,False,59,2817,w,2
54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,False,False,False,False,False,False,False,43,2450,m,g
58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,False,False,False,False,False,True,False,61,2679,m,g
51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,False,False,False,False,False,False,False,62,2339,m,m
66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,False,False,False,False,False,False,False,63,2475,t,m
50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,True,False,False,False,False,False,False,64,2653,m,m
18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,False,False,False,False,False,False,False,30,2402,m,g
40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,True,False,False,False,False,False,False,63,2292,t,p
36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,False,False,False,False,False,False,False,55,2562,t,g
42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,False,True,False,False,False,False,False,63,2419,t,g
65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,False,False,False,False,False,True,False,65,2599,t,g
77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,True,False,False,False,False,False,False,48,2404,t,g
74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,False,False,True,False,False,False,False,51,2633,t,g
56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,False,False,False,False,False,False,False,48,2765,m,g
42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,False,False,False,False,False,False,True,45,2525,s,g
61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,False,False,False,False,False,False,False,55,2506,s,g
33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,False,False,False,False,False,False,False,57,2849,t,p
34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,False,False,False,False,False,False,False,57,2685,s,g
8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,False,False,False,False,False,False,False,34,2835,s,b
26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,False,False,False,False,False,False,False,47,2439,m,g
77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,False,False,False,True,False,False,False,63,2678,d,2
40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,True,False,False,False,False,False,False,39,2493,m,g
33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,False,False,False,False,False,False,False,62,2439,w,p
75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,False,False,False,False,False,False,False,61,2586,m,p
61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,False,True,False,False,False,False,False,65,2419,s,p
22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,True,False,False,False,False,False,True,34,2774,m,g
54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,False,False,False,False,False,False,False,45,2477,m,m
38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,False,False,False,False,False,False,False,65,2250,m,m
44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,False,False,False,False,False,False,False,49,2658,d,g
38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,False,False,False,False,False,False,False,34,2524,t,p
41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,False,False,False,False,False,False,False,42,2299,d,g
28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,False,False,False,False,False,False,False,37,2624,t,g
37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,False,False,False,False,False,False,False,44,2217,t,p
64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,False,False,False,False,False,False,False,49,2193,m,g
55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,False,False,False,False,False,False,False,64,2232,t,m
84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,False,True,True,False,True,False,False,48,2427,t,g
44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,False,False,False,False,False,False,False,68,2371,s,g
25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,False,False,False,False,False,False,False,36,2321,s,b
59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,False,False,False,False,False,False,False,53,2428,m,p
76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,True,False,False,False,False,False,False,58,2195,s,g
66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,False,False,False,False,False,False,False,73,2229,t,m
27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,False,False,False,False,False,False,False,42,2853,t,p
1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,False,False,False,False,False,False,False,49,2201,d,g
7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,False,False,False,False,False,False,False,28,2732,s,b
40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,False,False,False,False,False,False,False,52,2609,t,g
20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,False,False,False,False,False,False,False,47,2256,t,p
65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,False,True,False,False,False,False,False,45,2195,m,g
69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,False,False,True,True,False,False,True,55,2465,m,p
67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,False,True,False,False,False,False,False,68,2507,m,g
77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,True,False,False,False,False,False,True,53,2651,m,p
74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,False,False,False,False,False,False,False,48,2449,m,g
55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,False,False,False,False,False,False,True,50,2858,m,p
62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,False,False,False,False,False,False,True,65,2854,m,2
74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,False,False,False,False,False,False,False,45,2207,m,g
39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,True,False,False,False,False,False,False,44,2261,m,g
76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,False,False,True,True,False,False,False,51,2476,t,g
90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,False,False,True,False,False,False,True,37,2562,d,p
73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,True,False,False,True,False,False,False,38,2365,t,m
31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,False,False,False,False,False,False,False,60,2517,m,g
47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,False,False,False,False,False,False,True,68,2274,s,g
53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,False,False,False,False,False,False,True,57,2802,m,p
19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,False,False,False,False,False,False,False,50,2665,t,g
45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,False,False,False,False,False,False,False,72,2472,m,p
85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,False,False,False,False,False,False,False,62,2167,s,2
55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,False,True,False,False,False,False,False,76,2242,m,g
64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,False,False,False,False,False,False,False,57,2682,s,m
38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,True,False,False,False,False,False,True,48,2831,s,g
57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,False,False,False,False,False,False,False,54,2626,m,m
23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,False,False,False,False,False,False,False,52,2744,d,m
66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,False,True,False,False,False,False,False,49,2647,m,g
37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,True,False,False,False,False,False,False,45,2354,m,m
40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,False,False,False,False,False,True,False,56,2703,m,g
71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,False,False,False,True,False,False,False,42,2805,d,g
46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,False,False,False,False,False,False,False,45,2371,m,g
78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,False,False,True,False,False,False,True,37,2848,t,g
49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,False,True,False,False,True,False,True,49,2839,d,2
37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,False,False,False,False,False,False,False,63,2806,m,p
39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,False,False,False,False,False,False,False,69,2502,t,m
26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,False,False,False,False,False,False,False,69,2760,m,b
33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,False,False,False,False,False,False,False,50,2631,d,g
57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,False,True,False,False,False,False,True,48,2742,m,p
46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,False,False,False,False,False,False,False,51,2545,m,2
83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,True,False,True,True,False,False,True,48,2663,m,m
52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,False,False,False,False,False,False,False,49,2705,m,g
15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,False,False,False,False,False,False,False,64,2456,m,g
43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,False,False,False,False,False,False,False,47,2262,m,2
42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,False,False,False,False,False,False,False,43,2363,s,p
48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,False,False,False,False,False,False,False,57,2237,s,p
60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,False,False,False,False,False,False,False,66,2251,t,m
34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,False,False,False,False,False,False,False,42,2406,t,p
57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,False,True,False,False,False,False,False,54,2529,t,g
78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,False,False,True,False,False,False,True,74,2289,m,g
7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,False,False,False,False,False,False,False,42,2708,s,g
23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,False,False,False,False,False,False,False,35,2290,m,2
44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,False,False,False,False,False,False,False,50,2648,d,g
71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,False,True,False,False,False,False,False,41,2764,m,g
60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,False,False,False,False,False,False,False,54,2525,t,g
50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,False,False,False,False,False,False,False,44,2611,t,g
81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,False,True,True,False,False,False,False,55,2196,m,p
65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,True,False,True,True,True,False,True,38,2325,m,g
59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,False,False,False,False,False,False,False,48,2501,t,g
65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,False,False,False,False,False,False,False,60,2308,m,p
64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,False,False,False,False,False,False,False,64,2742,s,m
45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,False,False,False,False,False,False,False,55,2466,t,m
74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,False,False,False,False,False,False,False,65,2394,t,2
59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,False,False,False,False,False,False,False,31,2328,m,2
27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,False,False,False,False,False,False,False,58,2594,s,p
47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,False,False,False,False,False,False,False,55,2430,t,g
46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,False,False,False,False,False,False,False,47,2178,m,2
37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,False,False,False,False,False,False,False,36,2307,t,g
81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,False,False,False,False,False,False,False,60,2592,m,m
46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,False,False,False,False,False,False,False,62,2547,t,m
77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,False,False,True,False,False,False,False,52,2332,t,g
37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,True,False,False,False,False,True,True,43,2823,s,g
18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,False,False,False,False,False,False,False,46,2251,m,b
72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,False,False,False,False,False,False,False,58,2659,m,m
24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,False,False,False,False,False,False,False,38,2231,m,g
45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,False,False,False,False,False,False,False,45,2436,m,p
6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,False,False,False,False,False,False,False,38,2358,s,m
71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,True,False,False,False,False,False,True,75,2383,t,p
